Id,Id2,Geography,HC01_VC03,HC02_VC03,HC03_VC03,HC04_VC03,HC01_VC77,HC02_VC77,HC03_VC77,HC04_VC77,HC01_VC78,HC02_VC78,HC03_VC78,HC04_VC78
1400000US36081084601,36081084601,"Census Tract 846.01, Queens County, New York",3073,461,3073,,3073,461,3073,,1302,446,42.4,11.4
1400000US36081084602,36081084602,"Census Tract 846.02, Queens County, New York",1058,349,1058,,1058,349,1058,,282,137,26.7,12.7
1400000US36081084900,36081084900,"Census Tract 849, Queens County, New York",7485,681,7485,,7485,681,7485,,1229,608,16.4,7.6
1400000US36081085300,36081085300,"Census Tract 853, Queens County, New York",4524,678,4524,,4524,678,4524,,586,226,13.0,5.0
1400000US36081085500,36081085500,"Census Tract 855, Queens County, New York",6543,659,6543,,6543,659,6543,,1968,648,30.1,9.4
1400000US36081085700,36081085700,"Census Tract 857, Queens County, New York",6086,564,6086,,6086,564,6086,,1119,348,18.4,5.9
1400000US36081085900,36081085900,"Census Tract 859, Queens County, New York",5381,510,5381,,5381,510,5381,,1149,292,21.4,5.5
1400000US36081086100,36081086100,"Census Tract 861, Queens County, New York",2521,246,2521,,2521,246,2521,,520,135,20.6,5.5
1400000US36081086300,36081086300,"Census Tract 863, Queens County, New York",6875,613,6875,,6875,613,6875,,825,280,12.0,4.2
1400000US36081086400,36081086400,"Census Tract 864, Queens County, New York",2631,285,2631,,2631,285,2631,,1201,226,45.6,8.9
1400000US36081086500,36081086500,"Census Tract 865, Queens County, New York",4175,368,4175,,4175,368,4175,,1040,241,24.9,5.9
1400000US36081086900,36081086900,"Census Tract 869, Queens County, New York",2243,395,2243,,2243,395,2243,,252,176,11.2,8.2
1400000US36081087100,36081087100,"Census Tract 871, Queens County, New York",1992,378,1992,,1992,378,1992,,272,110,13.7,6.5
1400000US36081088400,36081088400,"Census Tract 884, Queens County, New York",7397,640,7397,,7397,640,7397,,7095,671,95.9,2.6
1400000US36081088901,36081088901,"Census Tract 889.01, Queens County, New York",10093,978,10093,,10093,978,10093,,3146,740,31.2,7.1
1400000US36081089200,36081089200,"Census Tract 892, Queens County, New York",8275,548,8275,,8275,548,8275,,7985,558,96.5,2.4
1400000US36081090700,36081090700,"Census Tract 907, Queens County, New York",1129,232,1129,,1129,232,1129,,748,192,66.3,10.9
1400000US36081091601,36081091601,"Census Tract 916.01, Queens County, New York",4223,403,4223,,4223,403,4223,,4219,403,99.9,0.2
1400000US36081091602,36081091602,"Census Tract 916.02, Queens County, New York",0,12,0,,0,12,0,,0,12,,
1400000US36081091800,36081091800,"Census Tract 918, Queens County, New York",15,12,15,,15,12,15,,15,12,100.0,76.6
1400000US36081091900,36081091900,"Census Tract 919, Queens County, New York",6491,733,6491,,6491,733,6491,,2587,498,39.9,7.0
1400000US36081092200,36081092200,"Census Tract 922, Queens County, New York",2122,195,2122,,2122,195,2122,,2122,195,100.0,1.5
1400000US36081092500,36081092500,"Census Tract 925, Queens County, New York",3367,490,3367,,3367,490,3367,,1465,371,43.5,11.2
1400000US36081092800,36081092800,"Census Tract 928, Queens County, New York",3272,301,3272,,3272,301,3272,,3259,302,99.6,0.7
1400000US36081092900,36081092900,"Census Tract 929, Queens County, New York",6267,841,6267,,6267,841,6267,,2087,591,33.3,8.6
1400000US36081093401,36081093401,"Census Tract 934.01, Queens County, New York",4242,502,4242,,4242,502,4242,,3945,481,93.0,3.5
1400000US36081093402,36081093402,"Census Tract 934.02, Queens County, New York",3826,482,3826,,3826,482,3826,,3310,531,86.5,6.8
1400000US36081093800,36081093800,"Census Tract 938, Queens County, New York",5863,619,5863,,5863,619,5863,,4725,632,80.6,6.9
1400000US36081093900,36081093900,"Census Tract 939, Queens County, New York",4818,477,4818,,4818,477,4818,,1988,336,41.3,6.5
1400000US36081094201,36081094201,"Census Tract 942.01, Queens County, New York",3801,408,3801,,3801,408,3801,,1905,448,50.1,9.2
1400000US36081094202,36081094202,"Census Tract 942.02, Queens County, New York",4913,476,4913,,4913,476,4913,,1805,422,36.7,8.6
1400000US36081094203,36081094203,"Census Tract 942.03, Queens County, New York",5085,518,5085,,5085,518,5085,,3402,433,66.9,7.4
1400000US36081094500,36081094500,"Census Tract 945, Queens County, New York",3838,476,3838,,3838,476,3838,,2575,418,67.1,8.9
1400000US36081094700,36081094700,"Census Tract 947, Queens County, New York",2398,349,2398,,2398,349,2398,,1100,224,45.9,10.7
1400000US36081095400,36081095400,"Census Tract 954, Queens County, New York",4877,591,4877,,4877,591,4877,,1242,392,25.5,7.2
1400000US36081096400,36081096400,"Census Tract 964, Queens County, New York",4203,414,4203,,4203,414,4203,,710,264,16.9,5.9
1400000US36081097202,36081097202,"Census Tract 972.02, Queens County, New York",2541,471,2541,,2541,471,2541,,809,293,31.8,8.5
1400000US36081097203,36081097203,"Census Tract 972.03, Queens County, New York",7372,1040,7372,,7372,1040,7372,,1551,953,21.0,11.8
1400000US36081097204,36081097204,"Census Tract 972.04, Queens County, New York",3390,423,3390,,3390,423,3390,,588,179,17.3,4.7
1400000US36081097300,36081097300,"Census Tract 973, Queens County, New York",2202,220,2202,,2202,220,2202,,1921,228,87.2,5.6
1400000US36081098100,36081098100,"Census Tract 981, Queens County, New York",2346,277,2346,,2346,277,2346,,1611,309,68.7,10.3
1400000US36081098700,36081098700,"Census Tract 987, Queens County, New York",2783,247,2783,,2783,247,2783,,2450,271,88.0,6.9
1400000US36081099100,36081099100,"Census Tract 991, Queens County, New York",6645,507,6645,,6645,507,6645,,6029,521,90.7,3.4
1400000US36081099200,36081099200,"Census Tract 992, Queens County, New York",3874,489,3874,,3874,489,3874,,1073,336,27.7,8.4
1400000US36081099701,36081099701,"Census Tract 997.01, Queens County, New York",2523,235,2523,,2523,235,2523,,1985,241,78.7,8.4
1400000US36081099703,36081099703,"Census Tract 997.03, Queens County, New York",4292,530,4292,,4292,530,4292,,2979,482,69.4,13.8
1400000US36081099704,36081099704,"Census Tract 997.04, Queens County, New York",6905,582,6905,,6905,582,6905,,4732,428,68.5,8.1
1400000US36081099705,36081099705,"Census Tract 997.05, Queens County, New York",2545,472,2545,,2545,472,2545,,1627,438,63.9,15.1
1400000US36081099801,36081099801,"Census Tract 998.01, Queens County, New York",6511,805,6511,,6511,805,6511,,1629,651,25.0,9.2
1400000US36081099802,36081099802,"Census Tract 998.02, Queens County, New York",4970,655,4970,,4970,655,4970,,1905,392,38.3,7.9
1400000US36081099900,36081099900,"Census Tract 999, Queens County, New York",0,12,0,,0,12,0,,0,12,,
1400000US36081100801,36081100801,"Census Tract 1008.01, Queens County, New York",2555,456,2555,,2555,456,2555,,1078,475,42.2,14.9
1400000US36081100802,36081100802,"Census Tract 1008.02, Queens County, New York",8454,822,8454,,8454,822,8454,,2821,745,33.4,7.9
1400000US36081101001,36081101001,"Census Tract 1010.01, Queens County, New York",9978,946,9978,,9978,946,9978,,4663,993,46.7,8.4
1400000US36081101002,36081101002,"Census Tract 1010.02, Queens County, New York",4571,478,4571,,4571,478,4571,,3921,534,85.8,5.0
1400000US36081101700,36081101700,"Census Tract 1017, Queens County, New York",5926,444,5926,,5926,444,5926,,4552,484,76.8,6.6
1400000US36081102900,36081102900,"Census Tract 1029, Queens County, New York",3634,375,3634,,3634,375,3634,,2691,368,74.1,9.3
1400000US36081103201,36081103201,"Census Tract 1032.01, Queens County, New York",6630,971,6630,,6630,971,6630,,1246,421,18.8,6.5
1400000US36081103202,36081103202,"Census Tract 1032.02, Queens County, New York",6645,576,6645,,6645,576,6645,,3745,653,56.4,7.9
1400000US36081103300,36081103300,"Census Tract 1033, Queens County, New York",4491,467,4491,,4491,467,4491,,3247,531,72.3,11.1
1400000US36081103900,36081103900,"Census Tract 1039, Queens County, New York",6693,836,6693,,6693,836,6693,,4792,823,71.6,9.3
1400000US36081104700,36081104700,"Census Tract 1047, Queens County, New York",6979,737,6979,,6979,737,6979,,4027,803,57.7,9.6
1400000US36081105900,36081105900,"Census Tract 1059, Queens County, New York",3795,339,3795,,3795,339,3795,,2664,325,70.2,6.7
1400000US36081107201,36081107201,"Census Tract 1072.01, Queens County, New York",2115,276,2115,,2115,276,2115,,2093,276,99.0,1.1
1400000US36081107202,36081107202,"Census Tract 1072.02, Queens County, New York",0,12,0,,0,12,0,,0,12,,
1400000US36081108500,36081108500,"Census Tract 1085, Queens County, New York",2500,309,2500,,2500,309,2500,,1489,240,59.6,7.1
1400000US36081109300,36081109300,"Census Tract 1093, Queens County, New York",3361,312,3361,,3361,312,3361,,2029,322,60.4,8.6
1400000US36081109700,36081109700,"Census Tract 1097, Queens County, New York",1724,189,1724,,1724,189,1724,,1305,213,75.7,11.5
1400000US36081109900,36081109900,"Census Tract 1099, Queens County, New York",3876,620,3876,,3876,620,3876,,2459,691,63.4,12.3
1400000US36081111300,36081111300,"Census Tract 1113, Queens County, New York",2641,179,2641,,2641,179,2641,,1751,217,66.3,7.8
1400000US36081112300,36081112300,"Census Tract 1123, Queens County, New York",2474,360,2474,,2474,360,2474,,1055,285,42.6,10.5
1400000US36081112900,36081112900,"Census Tract 1129, Queens County, New York",2267,296,2267,,2267,296,2267,,1652,282,72.9,8.2
1400000US36081113300,36081113300,"Census Tract 1133, Queens County, New York",1614,217,1614,,1614,217,1614,,1187,235,73.5,11.4
1400000US36081113900,36081113900,"Census Tract 1139, Queens County, New York",3650,435,3650,,3650,435,3650,,2012,294,55.1,9.6
1400000US36081114100,36081114100,"Census Tract 1141, Queens County, New York",2172,219,2172,,2172,219,2172,,1371,210,63.1,7.5
1400000US36081114700,36081114700,"Census Tract 1147, Queens County, New York",1926,215,1926,,1926,215,1926,,1197,255,62.1,11.8
1400000US36081115100,36081115100,"Census Tract 1151, Queens County, New York",1045,149,1045,,1045,149,1045,,653,120,62.5,11.4
1400000US36081115500,36081115500,"Census Tract 1155, Queens County, New York",2565,400,2565,,2565,400,2565,,811,287,31.6,11.5
1400000US36081115700,36081115700,"Census Tract 1157, Queens County, New York",3528,370,3528,,3528,370,3528,,987,262,28.0,6.9
1400000US36081115900,36081115900,"Census Tract 1159, Queens County, New York",4326,478,4326,,4326,478,4326,,1074,352,24.8,7.9
1400000US36081116100,36081116100,"Census Tract 1161, Queens County, New York",4925,443,4925,,4925,443,4925,,1322,335,26.8,5.9
1400000US36081116300,36081116300,"Census Tract 1163, Queens County, New York",8842,727,8842,,8842,727,8842,,1732,426,19.6,4.8
1400000US36081116700,36081116700,"Census Tract 1167, Queens County, New York",1870,300,1870,,1870,300,1870,,331,109,17.7,5.9
1400000US36081117100,36081117100,"Census Tract 1171, Queens County, New York",2992,356,2992,,2992,356,2992,,953,234,31.9,7.6
1400000US36081117500,36081117500,"Census Tract 1175, Queens County, New York",5206,572,5206,,5206,572,5206,,1659,529,31.9,9.0
1400000US36081118100,36081118100,"Census Tract 1181, Queens County, New York",1800,266,1800,,1800,266,1800,,913,229,50.7,11.8
1400000US36081118500,36081118500,"Census Tract 1185, Queens County, New York",2167,264,2167,,2167,264,2167,,608,155,28.1,7.7
1400000US36081118700,36081118700,"Census Tract 1187, Queens County, New York",2262,310,2262,,2262,310,2262,,584,252,25.8,10.7
1400000US36081118900,36081118900,"Census Tract 1189, Queens County, New York",2704,301,2704,,2704,301,2704,,497,168,18.4,6.5
1400000US36081119100,36081119100,"Census Tract 1191, Queens County, New York",3448,367,3448,,3448,367,3448,,1116,308,32.4,9.4
1400000US36081119300,36081119300,"Census Tract 1193, Queens County, New York",2122,368,2122,,2122,368,2122,,816,201,38.5,11.0
1400000US36081119500,36081119500,"Census Tract 1195, Queens County, New York",1522,162,1522,,1522,162,1522,,764,218,50.2,15.0
1400000US36081119900,36081119900,"Census Tract 1199, Queens County, New York",1668,343,1668,,1668,343,1668,,530,136,31.8,11.9
1400000US36081120100,36081120100,"Census Tract 1201, Queens County, New York",1706,256,1706,,1706,256,1706,,367,177,21.5,9.5
1400000US36081120300,36081120300,"Census Tract 1203, Queens County, New York",1713,227,1713,,1713,227,1713,,440,153,25.7,9.0
1400000US36081120500,36081120500,"Census Tract 1205, Queens County, New York",2648,312,2648,,2648,312,2648,,332,110,12.5,4.5
1400000US36081120700,36081120700,"Census Tract 1207, Queens County, New York",2923,302,2923,,2923,302,2923,,1405,292,48.1,8.9
1400000US36081121100,36081121100,"Census Tract 1211, Queens County, New York",0,12,0,,0,12,0,,0,12,,
1400000US36081121500,36081121500,"Census Tract 1215, Queens County, New York",4377,426,4377,,4377,426,4377,,1294,342,29.6,8.1
1400000US36081122300,36081122300,"Census Tract 1223, Queens County, New York",3809,342,3809,,3809,342,3809,,1634,364,42.9,9.5
1400000US36081122701,36081122701,"Census Tract 1227.01, Queens County, New York",10515,1166,10515,,10515,1166,10515,,4198,597,39.9,6.7
1400000US36081122702,36081122702,"Census Tract 1227.02, Queens County, New York",6097,624,6097,,6097,624,6097,,2104,520,34.5,7.7
1400000US36081124100,36081124100,"Census Tract 1241, Queens County, New York",3409,422,3409,,3409,422,3409,,1769,297,51.9,8.6
1400000US36081124700,36081124700,"Census Tract 1247, Queens County, New York",3472,270,3472,,3472,270,3472,,2382,305,68.6,6.7
1400000US36081125700,36081125700,"Census Tract 1257, Queens County, New York",3194,539,3194,,3194,539,3194,,1010,352,31.6,9.7
1400000US36081126500,36081126500,"Census Tract 1265, Queens County, New York",1623,226,1623,,1623,226,1623,,762,233,47.0,11.4
1400000US36081126700,36081126700,"Census Tract 1267, Queens County, New York",4258,394,4258,,4258,394,4258,,1813,283,42.6,6.4
1400000US36081127700,36081127700,"Census Tract 1277, Queens County, New York",3585,417,3585,,3585,417,3585,,2738,394,76.4,8.0
1400000US36081128300,36081128300,"Census Tract 1283, Queens County, New York",60,52,60,,60,52,60,,55,54,91.7,19.9
1400000US36081129102,36081129102,"Census Tract 1291.02, Queens County, New York",3254,238,3254,,3254,238,3254,,2428,193,74.6,5.9
1400000US36081129103,36081129103,"Census Tract 1291.03, Queens County, New York",3502,303,3502,,3502,303,3502,,2531,262,72.3,6.9
1400000US36081129104,36081129104,"Census Tract 1291.04, Queens County, New York",4264,303,4264,,4264,303,4264,,2441,374,57.2,9.4
1400000US36081130100,36081130100,"Census Tract 1301, Queens County, New York",4301,564,4301,,4301,564,4301,,1812,318,42.1,8.4
1400000US36081133300,36081133300,"Census Tract 1333, Queens County, New York",3669,340,3669,,3669,340,3669,,2201,393,60.0,8.2
1400000US36081133900,36081133900,"Census Tract 1339, Queens County, New York",1499,178,1499,,1499,178,1499,,978,218,65.2,10.3
1400000US36081134100,36081134100,"Census Tract 1341, Queens County, New York",3395,373,3395,,3395,373,3395,,1253,262,36.9,7.4
1400000US36081134700,36081134700,"Census Tract 1347, Queens County, New York",9742,875,9742,,9742,875,9742,,3229,586,33.1,6.4
1400000US36081136700,36081136700,"Census Tract 1367, Queens County, New York",6214,563,6214,,6214,563,6214,,2627,451,42.3,7.3
1400000US36081137700,36081137700,"Census Tract 1377, Queens County, New York",6372,563,6372,,6372,563,6372,,2367,466,37.1,8.3
1400000US36081138501,36081138501,"Census Tract 1385.01, Queens County, New York",4374,489,4374,,4374,489,4374,,1416,301,32.4,6.4
1400000US36081138502,36081138502,"Census Tract 1385.02, Queens County, New York",28,22,28,,28,22,28,,18,32,64.3,64.3
1400000US36081139900,36081139900,"Census Tract 1399, Queens County, New York",1714,181,1714,,1714,181,1714,,922,120,53.8,7.9
1400000US36081140300,36081140300,"Census Tract 1403, Queens County, New York",2546,207,2546,,2546,207,2546,,908,154,35.7,6.0
1400000US36081140901,36081140901,"Census Tract 1409.01, Queens County, New York",923,91,923,,923,91,923,,386,114,41.8,12.5
1400000US36081140902,36081140902,"Census Tract 1409.02, Queens County, New York",2736,226,2736,,2736,226,2736,,938,171,34.3,6.0
1400000US36081141700,36081141700,"Census Tract 1417, Queens County, New York",4503,402,4503,,4503,402,4503,,1865,331,41.4,7.0
1400000US36081142900,36081142900,"Census Tract 1429, Queens County, New York",3462,287,3462,,3462,287,3462,,1871,251,54.0,6.8
1400000US36081143500,36081143500,"Census Tract 1435, Queens County, New York",2224,240,2224,,2224,240,2224,,1026,197,46.1,7.7
1400000US36081144100,36081144100,"Census Tract 1441, Queens County, New York",3161,270,3161,,3161,270,3161,,1515,236,47.9,8.7
1400000US36081144700,36081144700,"Census Tract 1447, Queens County, New York",2956,364,2956,,2956,364,2956,,694,211,23.5,6.3
1400000US36081145101,36081145101,"Census Tract 1451.01, Queens County, New York",1619,161,1619,,1619,161,1619,,1115,227,68.9,11.1
1400000US36081145102,36081145102,"Census Tract 1451.02, Queens County, New York",2644,311,2644,,2644,311,2644,,1098,304,41.5,9.2
1400000US36081145900,36081145900,"Census Tract 1459, Queens County, New York",2946,372,2946,,2946,372,2946,,1757,296,59.6,8.2
1400000US36081146300,36081146300,"Census Tract 1463, Queens County, New York",3044,351,3044,,3044,351,3044,,1697,360,55.7,10.0
1400000US36081146700,36081146700,"Census Tract 1467, Queens County, New York",3204,359,3204,,3204,359,3204,,2158,352,67.4,8.6
1400000US36081147100,36081147100,"Census Tract 1471, Queens County, New York",3407,332,3407,,3407,332,3407,,1933,357,56.7,8.7
1400000US36081147900,36081147900,"Census Tract 1479, Queens County, New York",4683,417,4683,,4683,417,4683,,2676,316,57.1,7.5
1400000US36081148300,36081148300,"Census Tract 1483, Queens County, New York",2837,361,2837,,2837,361,2837,,1824,273,64.3,8.5
1400000US36081150701,36081150701,"Census Tract 1507.01, Queens County, New York",2857,290,2857,,2857,290,2857,,2165,269,75.8,6.3
1400000US36081150702,36081150702,"Census Tract 1507.02, Queens County, New York",3017,300,3017,,3017,300,3017,,1909,223,63.3,7.7
1400000US36081152901,36081152901,"Census Tract 1529.01, Queens County, New York",6736,585,6736,,6736,585,6736,,2903,491,43.1,7.5
1400000US36081152902,36081152902,"Census Tract 1529.02, Queens County, New York",5061,541,5061,,5061,541,5061,,2641,396,52.2,9.0
1400000US36081155101,36081155101,"Census Tract 1551.01, Queens County, New York",2055,141,2055,,2055,141,2055,,2040,140,99.3,1.1
1400000US36081155102,36081155102,"Census Tract 1551.02, Queens County, New York",8046,929,8046,,8046,929,8046,,4235,538,52.6,7.3
1400000US36081156700,36081156700,"Census Tract 1567, Queens County, New York",1233,313,1233,,1233,313,1233,,339,131,27.5,7.3
1400000US36081157101,36081157101,"Census Tract 1571.01, Queens County, New York",8074,638,8074,,8074,638,8074,,3585,481,44.4,6.1
1400000US36081157102,36081157102,"Census Tract 1571.02, Queens County, New York",1759,294,1759,,1759,294,1759,,610,177,34.7,10.1
1400000US36081157901,36081157901,"Census Tract 1579.01, Queens County, New York",5143,470,5143,,5143,470,5143,,2597,436,50.5,6.6
1400000US36081157902,36081157902,"Census Tract 1579.02, Queens County, New York",3814,308,3814,,3814,308,3814,,1442,186,37.8,5.1
1400000US36081157903,36081157903,"Census Tract 1579.03, Queens County, New York",3700,389,3700,,3700,389,3700,,1989,342,53.8,9.2
1400000US36081161700,36081161700,"Census Tract 1617, Queens County, New York",4599,399,4599,,4599,399,4599,,3160,382,68.7,5.5
1400000US36081162100,36081162100,"Census Tract 1621, Queens County, New York",7080,788,7080,,7080,788,7080,,2545,628,35.9,9.2
1400000US36081990100,36081990100,"Census Tract 9901, Queens County, New York",0,12,0,,0,12,0,,0,12,,
1400000US36085000300,36085000300,"Census Tract 3, Richmond County, New York",1640,303,1640,,1640,303,1640,,926,170,56.5,11.6
1400000US36085000600,36085000600,"Census Tract 6, Richmond County, New York",2289,251,2289,,2289,251,2289,,1879,272,82.1,7.0
1400000US36085000700,36085000700,"Census Tract 7, Richmond County, New York",5224,908,5224,,5224,908,5224,,1492,396,28.6,9.3
1400000US36085000800,36085000800,"Census Tract 8, Richmond County, New York",5888,465,5888,,5888,465,5888,,4457,582,75.7,7.2
1400000US36085000900,36085000900,"Census Tract 9, Richmond County, New York",2057,288,2057,,2057,288,2057,,765,261,37.2,11.3
1400000US36085001100,36085001100,"Census Tract 11, Richmond County, New York",3092,560,3092,,3092,560,3092,,1449,426,46.9,10.8
1400000US36085001700,36085001700,"Census Tract 17, Richmond County, New York",1510,246,1510,,1510,246,1510,,831,225,55.0,13.7
1400000US36085001800,36085001800,"Census Tract 18, Richmond County, New York",825,148,825,,825,148,825,,737,154,89.3,8.2
1400000US36085002001,36085002001,"Census Tract 20.01, Richmond County, New York",2451,264,2451,,2451,264,2451,,2095,284,85.5,6.4
1400000US36085002002,36085002002,"Census Tract 20.02, Richmond County, New York",3361,286,3361,,3361,286,3361,,2638,301,78.5,9.0
1400000US36085002100,36085002100,"Census Tract 21, Richmond County, New York",4131,633,4131,,4131,633,4131,,2122,528,51.4,10.6
1400000US36085002700,36085002700,"Census Tract 27, Richmond County, New York",2248,391,2248,,2248,391,2248,,829,195,36.9,9.9
1400000US36085002900,36085002900,"Census Tract 29, Richmond County, New York",5796,688,5796,,5796,688,5796,,1190,424,20.5,7.0
1400000US36085003300,36085003300,"Census Tract 33, Richmond County, New York",3904,461,3904,,3904,461,3904,,2013,350,51.6,8.2
1400000US36085003600,36085003600,"Census Tract 36, Richmond County, New York",2591,286,2591,,2591,286,2591,,1651,281,63.7,9.9
1400000US36085003900,36085003900,"Census Tract 39, Richmond County, New York",2538,306,2538,,2538,306,2538,,1908,330,75.2,8.0
1400000US36085004000,36085004000,"Census Tract 40, Richmond County, New York",13426,1254,13426,,13426,1254,13426,,3973,1088,29.6,6.8
1400000US36085004700,36085004700,"Census Tract 47, Richmond County, New York",3684,578,3684,,3684,578,3684,,3098,634,84.1,7.2
1400000US36085005000,36085005000,"Census Tract 50, Richmond County, New York",3471,301,3471,,3471,301,3471,,2690,344,77.5,6.0
1400000US36085005900,36085005900,"Census Tract 59, Richmond County, New York",2602,226,2602,,2602,226,2602,,2375,222,91.3,5.0
1400000US36085006400,36085006400,"Census Tract 64, Richmond County, New York",3109,366,3109,,3109,366,3109,,2104,345,67.7,7.2
1400000US36085006700,36085006700,"Census Tract 67, Richmond County, New York",2876,403,2876,,2876,403,2876,,2482,428,86.3,9.7
1400000US36085007000,36085007000,"Census Tract 70, Richmond County, New York",9583,984,9583,,9583,984,9583,,7665,817,80.0,8.3
1400000US36085007400,36085007400,"Census Tract 74, Richmond County, New York",4311,467,4311,,4311,467,4311,,3404,468,79.0,8.2
1400000US36085007500,36085007500,"Census Tract 75, Richmond County, New York",4694,652,4694,,4694,652,4694,,3177,588,67.7,10.7
1400000US36085007700,36085007700,"Census Tract 77, Richmond County, New York",1454,264,1454,,1454,264,1454,,532,226,36.6,12.3
1400000US36085008100,36085008100,"Census Tract 81, Richmond County, New York",3557,372,3557,,3557,372,3557,,2160,298,60.7,7.4
1400000US36085009601,36085009601,"Census Tract 96.01, Richmond County, New York",3879,376,3879,,3879,376,3879,,3289,300,84.8,7.4
1400000US36085009602,36085009602,"Census Tract 96.02, Richmond County, New York",3307,332,3307,,3307,332,3307,,2913,359,88.1,6.8
1400000US36085009700,36085009700,"Census Tract 97, Richmond County, New York",3670,360,3670,,3670,360,3670,,1976,343,53.8,8.1
1400000US36085010500,36085010500,"Census Tract 105, Richmond County, New York",5103,523,5103,,5103,523,5103,,3374,521,66.1,8.3
1400000US36085011201,36085011201,"Census Tract 112.01, Richmond County, New York",5509,679,5509,,5509,679,5509,,4749,732,86.2,3.7
1400000US36085011202,36085011202,"Census Tract 112.02, Richmond County, New York",6281,698,6281,,6281,698,6281,,5139,706,81.8,7.3
1400000US36085011401,36085011401,"Census Tract 114.01, Richmond County, New York",3014,294,3014,,3014,294,3014,,1959,294,65.0,11.4
1400000US36085011402,36085011402,"Census Tract 114.02, Richmond County, New York",3269,316,3269,,3269,316,3269,,2705,314,82.7,6.9
1400000US36085012100,36085012100,"Census Tract 121, Richmond County, New York",3374,318,3374,,3374,318,3374,,3194,295,94.7,5.8
1400000US36085012200,36085012200,"Census Tract 122, Richmond County, New York",3411,374,3411,,3411,374,3411,,3213,397,94.2,3.9
1400000US36085012500,36085012500,"Census Tract 125, Richmond County, New York",3057,454,3057,,3057,454,3057,,1628,234,53.3,10.1
1400000US36085012804,36085012804,"Census Tract 128.04, Richmond County, New York",4137,446,4137,,4137,446,4137,,3300,432,79.8,9.6
1400000US36085012805,36085012805,"Census Tract 128.05, Richmond County, New York",3087,303,3087,,3087,303,3087,,3020,330,97.8,3.2
1400000US36085012806,36085012806,"Census Tract 128.06, Richmond County, New York",6316,511,6316,,6316,511,6316,,5353,599,84.8,4.9
1400000US36085013201,36085013201,"Census Tract 132.01, Richmond County, New York",1449,146,1449,,1449,146,1449,,1380,148,95.2,3.4
1400000US36085013203,36085013203,"Census Tract 132.03, Richmond County, New York",5426,329,5426,,5426,329,5426,,5245,349,96.7,3.2
1400000US36085013204,36085013204,"Census Tract 132.04, Richmond County, New York",4748,360,4748,,4748,360,4748,,4372,364,92.1,3.9
1400000US36085013301,36085013301,"Census Tract 133.01, Richmond County, New York",1569,195,1569,,1569,195,1569,,445,117,28.4,6.7
1400000US36085013302,36085013302,"Census Tract 133.02, Richmond County, New York",3715,608,3715,,3715,608,3715,,942,312,25.4,9.9
1400000US36085013400,36085013400,"Census Tract 134, Richmond County, New York",4031,320,4031,,4031,320,4031,,3529,320,87.5,7.7
1400000US36085013800,36085013800,"Census Tract 138, Richmond County, New York",6143,498,6143,,6143,498,6143,,6036,517,98.3,1.8
1400000US36085014100,36085014100,"Census Tract 141, Richmond County, New York",2812,353,2812,,2812,353,2812,,1923,317,68.4,9.8
1400000US36085014604,36085014604,"Census Tract 146.04, Richmond County, New York",7528,503,7528,,7528,503,7528,,7268,544,96.5,3.3
1400000US36085014605,36085014605,"Census Tract 146.05, Richmond County, New York",3496,325,3496,,3496,325,3496,,3258,356,93.2,6.6
1400000US36085014606,36085014606,"Census Tract 146.06, Richmond County, New York",7728,469,7728,,7728,469,7728,,7390,552,95.6,3.7
1400000US36085014607,36085014607,"Census Tract 146.07, Richmond County, New York",4698,275,4698,,4698,275,4698,,4478,306,95.3,3.3
1400000US36085014608,36085014608,"Census Tract 146.08, Richmond County, New York",3626,344,3626,,3626,344,3626,,3351,364,92.4,5.1
1400000US36085014700,36085014700,"Census Tract 147, Richmond County, New York",3392,295,3392,,3392,295,3392,,3338,295,98.4,1.3
1400000US36085015100,36085015100,"Census Tract 151, Richmond County, New York",5338,492,5338,,5338,492,5338,,4866,505,91.2,5.1
1400000US36085015400,36085015400,"Census Tract 154, Richmond County, New York",0,12,0,,0,12,0,,0,12,,
1400000US36085015601,36085015601,"Census Tract 156.01, Richmond County, New York",6058,401,6058,,6058,401,6058,,5845,464,96.5,3.3
1400000US36085015602,36085015602,"Census Tract 156.02, Richmond County, New York",3289,187,3289,,3289,187,3289,,3235,192,98.4,2.1
1400000US36085015603,36085015603,"Census Tract 156.03, Richmond County, New York",4961,545,4961,,4961,545,4961,,4788,570,96.5,2.4
1400000US36085016901,36085016901,"Census Tract 169.01, Richmond County, New York",3374,325,3374,,3374,325,3374,,2889,331,85.6,7.6
1400000US36085017005,36085017005,"Census Tract 170.05, Richmond County, New York",4467,293,4467,,4467,293,4467,,4186,309,93.7,3.7
1400000US36085017007,36085017007,"Census Tract 170.07, Richmond County, New York",4945,328,4945,,4945,328,4945,,3882,396,78.5,4.8
1400000US36085017008,36085017008,"Census Tract 170.08, Richmond County, New York",7013,398,7013,,7013,398,7013,,6614,443,94.3,3.1
1400000US36085017009,36085017009,"Census Tract 170.09, Richmond County, New York",4106,360,4106,,4106,360,4106,,4041,363,98.4,1.0
1400000US36085017010,36085017010,"Census Tract 170.10, Richmond County, New York",8555,486,8555,,8555,486,8555,,7980,532,93.3,1.9
1400000US36085017011,36085017011,"Census Tract 170.11, Richmond County, New York",4996,320,4996,,4996,320,4996,,4829,348,96.7,2.6
