Id,Id2,Geography,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01
1400000US34021004307,34021004307,"Census Tract 43.07, Mercer County, New Jersey",6021,339,423,220,7.0,3.5
1400000US34021004309,34021004309,"Census Tract 43.09, Mercer County, New Jersey",4120,287,220,218,5.3,5.4
1400000US34021004310,34021004310,"Census Tract 43.10, Mercer County, New Jersey",9667,277,263,177,2.7,1.8
1400000US34021004403,34021004403,"Census Tract 44.03, Mercer County, New Jersey",5538,30,247,176,4.5,3.2
1400000US34021004404,34021004404,"Census Tract 44.04, Mercer County, New Jersey",7122,379,652,373,9.2,5.2
1400000US34021004405,34021004405,"Census Tract 44.05, Mercer County, New Jersey",8300,467,616,312,7.4,3.6
1400000US34021004406,34021004406,"Census Tract 44.06, Mercer County, New Jersey",4604,364,395,206,8.6,4.3
1400000US34021004407,34021004407,"Census Tract 44.07, Mercer County, New Jersey",6938,445,526,392,7.6,5.6
1400000US34021004501,34021004501,"Census Tract 45.01, Mercer County, New Jersey",1404,143,87,59,6.2,3.9
1400000US34021004502,34021004502,"Census Tract 45.02, Mercer County, New Jersey",1153,133,158,79,13.7,6.3
1400000US34023000100,34023000100,"Census Tract 1, Middlesex County, New Jersey",7361,420,54,44,0.7,0.6
1400000US34023000200,34023000200,"Census Tract 2, Middlesex County, New Jersey",6342,413,203,139,3.2,2.2
1400000US34023000300,34023000300,"Census Tract 3, Middlesex County, New Jersey",7247,33,474,259,6.5,3.6
1400000US34023000401,34023000401,"Census Tract 4.01, Middlesex County, New Jersey",3738,303,192,133,5.1,3.5
1400000US34023000403,34023000403,"Census Tract 4.03, Middlesex County, New Jersey",5217,277,106,70,2.0,1.4
1400000US34023000404,34023000404,"Census Tract 4.04, Middlesex County, New Jersey",5545,408,405,250,7.3,4.6
1400000US34023000501,34023000501,"Census Tract 5.01, Middlesex County, New Jersey",5232,394,291,229,5.6,4.5
1400000US34023000502,34023000502,"Census Tract 5.02, Middlesex County, New Jersey",7335,524,554,277,7.6,3.7
1400000US34023000603,34023000603,"Census Tract 6.03, Middlesex County, New Jersey",2289,163,50,50,2.2,2.2
1400000US34023000606,34023000606,"Census Tract 6.06, Middlesex County, New Jersey",7619,462,503,411,6.6,5.3
1400000US34023000608,34023000608,"Census Tract 6.08, Middlesex County, New Jersey",1532,123,225,119,14.7,7.5
1400000US34023000701,34023000701,"Census Tract 7.01, Middlesex County, New Jersey",3329,240,170,131,5.1,3.8
1400000US34023000702,34023000702,"Census Tract 7.02, Middlesex County, New Jersey",5807,286,106,64,1.8,1.1
1400000US34023000801,34023000801,"Census Tract 8.01, Middlesex County, New Jersey",3873,288,289,201,7.5,5.1
1400000US34023000802,34023000802,"Census Tract 8.02, Middlesex County, New Jersey",2933,212,64,61,2.2,2.1
1400000US34023000901,34023000901,"Census Tract 9.01, Middlesex County, New Jersey",2465,162,23,23,0.9,1.0
1400000US34023000902,34023000902,"Census Tract 9.02, Middlesex County, New Jersey",4779,192,175,80,3.7,1.7
1400000US34023001001,34023001001,"Census Tract 10.01, Middlesex County, New Jersey",2574,157,0,12,0.0,1.3
1400000US34023001002,34023001002,"Census Tract 10.02, Middlesex County, New Jersey",6690,372,354,255,5.3,3.9
1400000US34023001100,34023001100,"Census Tract 11, Middlesex County, New Jersey",4568,341,442,214,9.7,4.7
1400000US34023001200,34023001200,"Census Tract 12, Middlesex County, New Jersey",5369,339,736,336,13.7,6.0
1400000US34023001300,34023001300,"Census Tract 13, Middlesex County, New Jersey",4196,298,454,261,10.8,6.1
1400000US34023001409,34023001409,"Census Tract 14.09, Middlesex County, New Jersey",3484,274,67,47,1.9,1.3
1400000US34023001410,34023001410,"Census Tract 14.10, Middlesex County, New Jersey",4381,217,170,73,3.9,1.7
1400000US34023001411,34023001411,"Census Tract 14.11, Middlesex County, New Jersey",3432,297,44,72,1.3,2.1
1400000US34023001412,34023001412,"Census Tract 14.12, Middlesex County, New Jersey",3161,196,131,93,4.1,3.0
1400000US34023001413,34023001413,"Census Tract 14.13, Middlesex County, New Jersey",5610,531,198,123,3.5,2.2
1400000US34023001414,34023001414,"Census Tract 14.14, Middlesex County, New Jersey",5658,378,89,83,1.6,1.5
1400000US34023001415,34023001415,"Census Tract 14.15, Middlesex County, New Jersey",5363,269,282,191,5.3,3.5
1400000US34023001416,34023001416,"Census Tract 14.16, Middlesex County, New Jersey",8189,599,779,454,9.5,5.5
1400000US34023001417,34023001417,"Census Tract 14.17, Middlesex County, New Jersey",2117,135,48,51,2.3,2.4
1400000US34023001502,34023001502,"Census Tract 15.02, Middlesex County, New Jersey",5839,411,453,362,7.8,6.2
1400000US34023001504,34023001504,"Census Tract 15.04, Middlesex County, New Jersey",6007,380,304,201,5.1,3.3
1400000US34023001505,34023001505,"Census Tract 15.05, Middlesex County, New Jersey",1895,209,12,15,0.6,0.8
1400000US34023001506,34023001506,"Census Tract 15.06, Middlesex County, New Jersey",6170,611,926,340,15.0,5.1
1400000US34023001600,34023001600,"Census Tract 16, Middlesex County, New Jersey",4929,471,291,124,5.9,2.7
1400000US34023001701,34023001701,"Census Tract 17.01, Middlesex County, New Jersey",4868,216,131,78,2.7,1.6
1400000US34023001702,34023001702,"Census Tract 17.02, Middlesex County, New Jersey",3268,376,80,67,2.4,2.1
1400000US34023001803,34023001803,"Census Tract 18.03, Middlesex County, New Jersey",2879,235,284,213,9.9,7.6
1400000US34023001804,34023001804,"Census Tract 18.04, Middlesex County, New Jersey",3977,381,445,319,11.2,7.4
1400000US34023001805,34023001805,"Census Tract 18.05, Middlesex County, New Jersey",5196,274,372,204,7.2,4.0
1400000US34023001901,34023001901,"Census Tract 19.01, Middlesex County, New Jersey",4335,292,267,195,6.2,4.3
1400000US34023001902,34023001902,"Census Tract 19.02, Middlesex County, New Jersey",2104,197,73,50,3.5,2.3
1400000US34023001903,34023001903,"Census Tract 19.03, Middlesex County, New Jersey",2956,267,179,101,6.1,3.4
1400000US34023002000,34023002000,"Census Tract 20, Middlesex County, New Jersey",3998,227,197,135,4.9,3.4
1400000US34023002101,34023002101,"Census Tract 21.01, Middlesex County, New Jersey",2443,169,86,75,3.5,3.0
1400000US34023002102,34023002102,"Census Tract 21.02, Middlesex County, New Jersey",3764,231,52,58,1.4,1.5
1400000US34023002200,34023002200,"Census Tract 22, Middlesex County, New Jersey",3402,178,142,85,4.2,2.5
1400000US34023002301,34023002301,"Census Tract 23.01, Middlesex County, New Jersey",3875,195,144,115,3.7,3.0
1400000US34023002302,34023002302,"Census Tract 23.02, Middlesex County, New Jersey",3630,198,85,93,2.3,2.6
1400000US34023002401,34023002401,"Census Tract 24.01, Middlesex County, New Jersey",5340,265,223,229,4.2,4.2
1400000US34023002402,34023002402,"Census Tract 24.02, Middlesex County, New Jersey",1369,89,57,39,4.2,2.9
1400000US34023002500,34023002500,"Census Tract 25, Middlesex County, New Jersey",7449,494,474,228,6.4,3.2
1400000US34023002603,34023002603,"Census Tract 26.03, Middlesex County, New Jersey",5275,343,297,197,5.6,3.8
1400000US34023002604,34023002604,"Census Tract 26.04, Middlesex County, New Jersey",6549,393,467,512,7.1,7.7
1400000US34023002605,34023002605,"Census Tract 26.05, Middlesex County, New Jersey",2656,282,130,99,4.9,3.8
1400000US34023002701,34023002701,"Census Tract 27.01, Middlesex County, New Jersey",5667,417,571,274,10.1,4.9
1400000US34023002703,34023002703,"Census Tract 27.03, Middlesex County, New Jersey",5776,495,197,163,3.4,2.7
1400000US34023002805,34023002805,"Census Tract 28.05, Middlesex County, New Jersey",2879,175,12,19,0.4,0.7
1400000US34023002901,34023002901,"Census Tract 29.01, Middlesex County, New Jersey",3089,284,150,65,4.9,2.1
1400000US34023002902,34023002902,"Census Tract 29.02, Middlesex County, New Jersey",2766,290,255,126,9.2,4.8
1400000US34023003001,34023003001,"Census Tract 30.01, Middlesex County, New Jersey",4574,519,536,252,11.7,5.0
1400000US34023003002,34023003002,"Census Tract 30.02, Middlesex County, New Jersey",6409,546,138,142,2.2,2.2
1400000US34023003101,34023003101,"Census Tract 31.01, Middlesex County, New Jersey",2895,219,83,60,2.9,2.1
1400000US34023003102,34023003102,"Census Tract 31.02, Middlesex County, New Jersey",4647,424,346,184,7.4,4.1
1400000US34023003201,34023003201,"Census Tract 32.01, Middlesex County, New Jersey",3431,244,278,195,8.1,5.5
1400000US34023003203,34023003203,"Census Tract 32.03, Middlesex County, New Jersey",3430,365,339,172,9.9,5.0
1400000US34023003300,34023003300,"Census Tract 33, Middlesex County, New Jersey",5163,435,803,359,15.6,6.4
1400000US34023003401,34023003401,"Census Tract 34.01, Middlesex County, New Jersey",3554,238,47,41,1.3,1.1
1400000US34023003500,34023003500,"Census Tract 35, Middlesex County, New Jersey",3616,374,548,393,15.2,10.4
1400000US34023003600,34023003600,"Census Tract 36, Middlesex County, New Jersey",7689,539,1354,668,17.6,8.3
1400000US34023003700,34023003700,"Census Tract 37, Middlesex County, New Jersey",3706,380,199,191,5.4,5.2
1400000US34023003800,34023003800,"Census Tract 38, Middlesex County, New Jersey",7304,540,1046,432,14.3,6.0
1400000US34023004000,34023004000,"Census Tract 40, Middlesex County, New Jersey",4052,425,880,306,21.7,7.1
1400000US34023004100,34023004100,"Census Tract 41, Middlesex County, New Jersey",2972,321,521,329,17.5,10.6
1400000US34023004200,34023004200,"Census Tract 42, Middlesex County, New Jersey",3333,315,488,318,14.6,9.7
1400000US34023004300,34023004300,"Census Tract 43, Middlesex County, New Jersey",4113,375,666,302,16.2,6.8
1400000US34023004400,34023004400,"Census Tract 44, Middlesex County, New Jersey",3860,397,515,270,13.3,6.9
1400000US34023004500,34023004500,"Census Tract 45, Middlesex County, New Jersey",7184,567,2558,637,35.6,8.5
1400000US34023004600,34023004600,"Census Tract 46, Middlesex County, New Jersey",5548,554,1623,408,29.3,7.0
1400000US34023004700,34023004700,"Census Tract 47, Middlesex County, New Jersey",3689,355,740,312,20.1,8.4
1400000US34023004800,34023004800,"Census Tract 48, Middlesex County, New Jersey",5837,527,1892,487,32.4,7.3
1400000US34023004900,34023004900,"Census Tract 49, Middlesex County, New Jersey",5228,445,1146,303,21.9,5.9
1400000US34023005000,34023005000,"Census Tract 50, Middlesex County, New Jersey",4893,489,1332,447,27.2,8.5
1400000US34023005100,34023005100,"Census Tract 51, Middlesex County, New Jersey",3818,566,2278,508,59.7,6.5
1400000US34023005200,34023005200,"Census Tract 52, Middlesex County, New Jersey",5783,608,3417,501,59.1,7.4
1400000US34023005300,34023005300,"Census Tract 53, Middlesex County, New Jersey",3349,386,1319,471,39.4,12.3
1400000US34023005500,34023005500,"Census Tract 55, Middlesex County, New Jersey",3879,446,789,374,20.3,8.4
1400000US34023005601,34023005601,"Census Tract 56.01, Middlesex County, New Jersey",3156,383,736,356,23.3,10.5
1400000US34023005602,34023005602,"Census Tract 56.02, Middlesex County, New Jersey",7075,772,1850,636,26.1,8.1
1400000US34023005700,34023005700,"Census Tract 57, Middlesex County, New Jersey",5628,634,1300,426,23.1,7.2
1400000US34023005800,34023005800,"Census Tract 58, Middlesex County, New Jersey",5520,665,1743,459,31.6,7.7
1400000US34023006001,34023006001,"Census Tract 60.01, Middlesex County, New Jersey",2067,228,49,39,2.4,1.9
1400000US34023006002,34023006002,"Census Tract 60.02, Middlesex County, New Jersey",2497,286,578,233,23.1,9.0
1400000US34023006101,34023006101,"Census Tract 61.01, Middlesex County, New Jersey",4292,338,334,118,7.8,2.9
1400000US34023006103,34023006103,"Census Tract 61.03, Middlesex County, New Jersey",5403,572,334,201,6.2,3.8
1400000US34023006104,34023006104,"Census Tract 61.04, Middlesex County, New Jersey",4157,300,349,155,8.4,3.8
1400000US34023006203,34023006203,"Census Tract 62.03, Middlesex County, New Jersey",9746,594,526,434,5.4,4.4
1400000US34023006204,34023006204,"Census Tract 62.04, Middlesex County, New Jersey",1718,234,52,49,3.0,2.9
1400000US34023006205,34023006205,"Census Tract 62.05, Middlesex County, New Jersey",6755,400,323,186,4.8,2.7
1400000US34023006206,34023006206,"Census Tract 62.06, Middlesex County, New Jersey",1828,94,4,7,0.2,0.4
1400000US34023006207,34023006207,"Census Tract 62.07, Middlesex County, New Jersey",6149,456,333,193,5.4,3.1
1400000US34023006300,34023006300,"Census Tract 63, Middlesex County, New Jersey",6935,24,461,277,6.6,4.0
1400000US34023006403,34023006403,"Census Tract 64.03, Middlesex County, New Jersey",2727,164,119,76,4.4,2.8
1400000US34023006500,34023006500,"Census Tract 65, Middlesex County, New Jersey",7302,321,157,114,2.2,1.6
1400000US34023006601,34023006601,"Census Tract 66.01, Middlesex County, New Jersey",2338,169,15,18,0.6,0.8
1400000US34023006604,34023006604,"Census Tract 66.04, Middlesex County, New Jersey",6648,497,368,258,5.5,3.9
1400000US34023006605,34023006605,"Census Tract 66.05, Middlesex County, New Jersey",3787,227,99,64,2.6,1.6
1400000US34023006606,34023006606,"Census Tract 66.06, Middlesex County, New Jersey",2950,147,183,145,6.2,4.8
1400000US34023006607,34023006607,"Census Tract 66.07, Middlesex County, New Jersey",2945,139,70,76,2.4,2.6
1400000US34023006608,34023006608,"Census Tract 66.08, Middlesex County, New Jersey",3442,293,184,104,5.3,3.0
1400000US34023006701,34023006701,"Census Tract 67.01, Middlesex County, New Jersey",4455,291,194,137,4.4,3.1
1400000US34023006703,34023006703,"Census Tract 67.03, Middlesex County, New Jersey",5899,265,440,258,7.5,4.3
1400000US34023006800,34023006800,"Census Tract 68, Middlesex County, New Jersey",4529,347,598,300,13.2,6.4
1400000US34023006900,34023006900,"Census Tract 69, Middlesex County, New Jersey",3352,375,519,332,15.5,9.2
1400000US34023007000,34023007000,"Census Tract 70, Middlesex County, New Jersey",8154,419,566,329,6.9,4.0
1400000US34023007101,34023007101,"Census Tract 71.01, Middlesex County, New Jersey",3940,296,234,162,5.9,4.1
1400000US34023007102,34023007102,"Census Tract 71.02, Middlesex County, New Jersey",4820,322,233,180,4.8,3.7
1400000US34023007103,34023007103,"Census Tract 71.03, Middlesex County, New Jersey",4797,472,580,236,12.1,4.7
1400000US34023007202,34023007202,"Census Tract 72.02, Middlesex County, New Jersey",4992,331,193,163,3.9,3.2
1400000US34023007203,34023007203,"Census Tract 72.03, Middlesex County, New Jersey",4772,332,184,105,3.9,2.2
1400000US34023007301,34023007301,"Census Tract 73.01, Middlesex County, New Jersey",3186,224,151,180,4.7,5.6
1400000US34023007303,34023007303,"Census Tract 73.03, Middlesex County, New Jersey",1788,140,106,94,5.9,5.2
1400000US34023007304,34023007304,"Census Tract 73.04, Middlesex County, New Jersey",6332,541,481,282,7.6,4.5
1400000US34023007402,34023007402,"Census Tract 74.02, Middlesex County, New Jersey",4505,383,152,95,3.4,2.1
1400000US34023007500,34023007500,"Census Tract 75, Middlesex County, New Jersey",3400,252,227,164,6.7,4.9
1400000US34023007600,34023007600,"Census Tract 76, Middlesex County, New Jersey",5290,249,423,164,8.0,3.2
1400000US34023007702,34023007702,"Census Tract 77.02, Middlesex County, New Jersey",5429,361,119,86,2.2,1.5
1400000US34023007703,34023007703,"Census Tract 77.03, Middlesex County, New Jersey",3202,219,82,72,2.6,2.3
1400000US34023007704,34023007704,"Census Tract 77.04, Middlesex County, New Jersey",2701,167,39,53,1.4,2.0
1400000US34023007801,34023007801,"Census Tract 78.01, Middlesex County, New Jersey",2938,230,123,70,4.2,2.4
1400000US34023007804,34023007804,"Census Tract 78.04, Middlesex County, New Jersey",5285,274,73,57,1.4,1.1
1400000US34023007805,34023007805,"Census Tract 78.05, Middlesex County, New Jersey",4727,209,27,41,0.6,0.9
1400000US34023007806,34023007806,"Census Tract 78.06, Middlesex County, New Jersey",4009,270,216,103,5.4,2.6
1400000US34023007905,34023007905,"Census Tract 79.05, Middlesex County, New Jersey",2394,159,73,54,3.0,2.2
1400000US34023007906,34023007906,"Census Tract 79.06, Middlesex County, New Jersey",1753,187,251,157,14.3,8.9
1400000US34023007907,34023007907,"Census Tract 79.07, Middlesex County, New Jersey",3050,242,34,45,1.1,1.5
1400000US34023007908,34023007908,"Census Tract 79.08, Middlesex County, New Jersey",4600,442,447,216,9.7,4.6
1400000US34023007909,34023007909,"Census Tract 79.09, Middlesex County, New Jersey",3845,220,90,75,2.3,1.9
1400000US34023007910,34023007910,"Census Tract 79.10, Middlesex County, New Jersey",3099,196,137,77,4.4,2.5
1400000US34023007911,34023007911,"Census Tract 79.11, Middlesex County, New Jersey",3996,270,11,18,0.3,0.5
1400000US34023007912,34023007912,"Census Tract 79.12, Middlesex County, New Jersey",7836,768,314,171,4.0,2.3
1400000US34023008001,34023008001,"Census Tract 80.01, Middlesex County, New Jersey",6403,484,368,231,5.7,3.5
1400000US34023008101,34023008101,"Census Tract 81.01, Middlesex County, New Jersey",4438,151,114,59,2.6,1.3
1400000US34023008102,34023008102,"Census Tract 81.02, Middlesex County, New Jersey",3837,146,169,98,4.4,2.6
1400000US34023008103,34023008103,"Census Tract 81.03, Middlesex County, New Jersey",2340,156,112,58,4.8,2.4
1400000US34023008202,34023008202,"Census Tract 82.02, Middlesex County, New Jersey",10675,471,452,289,4.2,2.7
1400000US34023008204,34023008204,"Census Tract 82.04, Middlesex County, New Jersey",3924,210,135,67,3.4,1.8
1400000US34023008205,34023008205,"Census Tract 82.05, Middlesex County, New Jersey",3153,210,197,128,6.2,4.0
1400000US34023008206,34023008206,"Census Tract 82.06, Middlesex County, New Jersey",3451,263,324,174,9.4,4.9
1400000US34023008207,34023008207,"Census Tract 82.07, Middlesex County, New Jersey",2378,153,66,54,2.8,2.3
1400000US34023008208,34023008208,"Census Tract 82.08, Middlesex County, New Jersey",12118,433,306,176,2.5,1.5
1400000US34023008209,34023008209,"Census Tract 82.09, Middlesex County, New Jersey",3413,217,169,123,5.0,3.5
1400000US34023008300,34023008300,"Census Tract 83, Middlesex County, New Jersey",5919,31,639,298,10.8,5.0
1400000US34023008403,34023008403,"Census Tract 84.03, Middlesex County, New Jersey",7348,397,420,421,5.7,5.7
1400000US34023008404,34023008404,"Census Tract 84.04, Middlesex County, New Jersey",3711,239,59,45,1.6,1.2
1400000US34023008405,34023008405,"Census Tract 84.05, Middlesex County, New Jersey",5080,249,134,84,2.6,1.7
1400000US34023008406,34023008406,"Census Tract 84.06, Middlesex County, New Jersey",2194,215,61,74,2.8,3.4
1400000US34023008501,34023008501,"Census Tract 85.01, Middlesex County, New Jersey",5120,503,265,200,5.2,3.7
1400000US34023008502,34023008502,"Census Tract 85.02, Middlesex County, New Jersey",5265,282,61,80,1.2,1.5
1400000US34023008503,34023008503,"Census Tract 85.03, Middlesex County, New Jersey",9194,408,167,147,1.8,1.6
1400000US34023008504,34023008504,"Census Tract 85.04, Middlesex County, New Jersey",5832,326,85,111,1.5,1.9
1400000US34023008601,34023008601,"Census Tract 86.01, Middlesex County, New Jersey",5031,293,125,112,2.5,2.2
1400000US34023008602,34023008602,"Census Tract 86.02, Middlesex County, New Jersey",5467,372,214,128,3.9,2.4
1400000US34023008604,34023008604,"Census Tract 86.04, Middlesex County, New Jersey",5943,394,216,151,3.6,2.5
1400000US34023008605,34023008605,"Census Tract 86.05, Middlesex County, New Jersey",2311,240,35,32,1.5,1.4
1400000US34023008606,34023008606,"Census Tract 86.06, Middlesex County, New Jersey",4225,375,210,165,5.0,3.9
1400000US34023008700,34023008700,"Census Tract 87, Middlesex County, New Jersey",3603,156,51,58,1.4,1.6
1400000US34023008800,34023008800,"Census Tract 88, Middlesex County, New Jersey",2489,258,225,146,9.0,5.5
1400000US34023008900,34023008900,"Census Tract 89, Middlesex County, New Jersey",3949,322,459,241,11.6,5.8
1400000US34023009000,34023009000,"Census Tract 90, Middlesex County, New Jersey",2620,331,367,211,14.0,7.5
1400000US34023009100,34023009100,"Census Tract 91, Middlesex County, New Jersey",3539,318,159,127,4.5,3.5
1400000US34023009200,34023009200,"Census Tract 92, Middlesex County, New Jersey",3975,313,162,129,4.1,3.1
1400000US34023009300,34023009300,"Census Tract 93, Middlesex County, New Jersey",4964,714,2085,626,42.0,10.2
1400000US34023009400,34023009400,"Census Tract 94, Middlesex County, New Jersey",5108,383,431,267,8.4,5.1
1400000US34025800100,34025800100,"Census Tract 8001, Monmouth County, New Jersey",4932,87,764,383,15.5,7.7
1400000US34025800200,34025800200,"Census Tract 8002, Monmouth County, New Jersey",4367,25,326,178,7.5,4.1
1400000US34025800400,34025800400,"Census Tract 8004, Monmouth County, New Jersey",3449,159,246,138,7.1,3.9
1400000US34025800500,34025800500,"Census Tract 8005, Monmouth County, New Jersey",4325,259,176,105,4.1,2.5
1400000US34025800601,34025800601,"Census Tract 8006.01, Monmouth County, New Jersey",5426,349,286,137,5.3,2.5
1400000US34025800602,34025800602,"Census Tract 8006.02, Monmouth County, New Jersey",3645,172,188,189,5.2,5.2
1400000US34025800701,34025800701,"Census Tract 8007.01, Monmouth County, New Jersey",4635,362,163,150,3.5,3.2
1400000US34025800702,34025800702,"Census Tract 8007.02, Monmouth County, New Jersey",3347,159,426,202,12.7,6.1
1400000US34025800800,34025800800,"Census Tract 8008, Monmouth County, New Jersey",6332,202,186,153,2.9,2.4
1400000US34025800900,34025800900,"Census Tract 8009, Monmouth County, New Jersey",5876,479,111,90,1.9,1.5
1400000US34025801000,34025801000,"Census Tract 8010, Monmouth County, New Jersey",4130,248,300,181,7.3,4.4
1400000US34025801100,34025801100,"Census Tract 8011, Monmouth County, New Jersey",4363,210,146,94,3.3,2.2
1400000US34025801200,34025801200,"Census Tract 8012, Monmouth County, New Jersey",3888,209,54,59,1.4,1.5
1400000US34025801300,34025801300,"Census Tract 8013, Monmouth County, New Jersey",6247,277,95,83,1.5,1.3
1400000US34025801400,34025801400,"Census Tract 8014, Monmouth County, New Jersey",4042,257,24,30,0.6,0.7
1400000US34025801500,34025801500,"Census Tract 8015, Monmouth County, New Jersey",6404,271,273,198,4.3,3.1
1400000US34025801600,34025801600,"Census Tract 8016, Monmouth County, New Jersey",5206,446,824,298,15.8,5.3
1400000US34025801700,34025801700,"Census Tract 8017, Monmouth County, New Jersey",4641,421,946,313,20.4,6.6
1400000US34025801800,34025801800,"Census Tract 8018, Monmouth County, New Jersey",6083,96,297,240,4.9,3.9
1400000US34025801900,34025801900,"Census Tract 8019, Monmouth County, New Jersey",3563,274,294,216,8.3,6.1
1400000US34025802000,34025802000,"Census Tract 8020, Monmouth County, New Jersey",3649,275,147,56,4.0,1.5
1400000US34025802100,34025802100,"Census Tract 8021, Monmouth County, New Jersey",6206,297,224,126,3.6,2.0
1400000US34025802200,34025802200,"Census Tract 8022, Monmouth County, New Jersey",3878,276,263,125,6.8,3.4
1400000US34025802300,34025802300,"Census Tract 8023, Monmouth County, New Jersey",4418,218,234,132,5.3,2.9
1400000US34025802400,34025802400,"Census Tract 8024, Monmouth County, New Jersey",5604,232,109,71,1.9,1.3
1400000US34025802500,34025802500,"Census Tract 8025, Monmouth County, New Jersey",3347,328,82,57,2.4,1.8
1400000US34025802600,34025802600,"Census Tract 8026, Monmouth County, New Jersey",4883,361,260,154,5.3,3.1
1400000US34025802700,34025802700,"Census Tract 8027, Monmouth County, New Jersey",3827,210,197,144,5.1,3.7
1400000US34025802800,34025802800,"Census Tract 8028, Monmouth County, New Jersey",4191,192,175,120,4.2,2.9
1400000US34025802900,34025802900,"Census Tract 8029, Monmouth County, New Jersey",1920,131,136,135,7.1,7.0
1400000US34025803000,34025803000,"Census Tract 8030, Monmouth County, New Jersey",5082,215,211,139,4.2,2.7
1400000US34025803100,34025803100,"Census Tract 8031, Monmouth County, New Jersey",3626,202,391,232,10.8,6.3
1400000US34025803201,34025803201,"Census Tract 8032.01, Monmouth County, New Jersey",3563,317,119,78,3.3,2.2
1400000US34025803202,34025803202,"Census Tract 8032.02, Monmouth County, New Jersey",6167,358,257,219,4.2,3.5
1400000US34025803300,34025803300,"Census Tract 8033, Monmouth County, New Jersey",6541,365,124,92,1.9,1.4
1400000US34025803400,34025803400,"Census Tract 8034, Monmouth County, New Jersey",5100,364,1250,511,24.5,9.9
1400000US34025803500,34025803500,"Census Tract 8035, Monmouth County, New Jersey",2487,267,250,150,10.1,5.6
1400000US34025803600,34025803600,"Census Tract 8036, Monmouth County, New Jersey",4481,413,266,146,5.9,3.3
1400000US34025803700,34025803700,"Census Tract 8037, Monmouth County, New Jersey",6081,48,158,102,2.6,1.7
1400000US34025803800,34025803800,"Census Tract 8038, Monmouth County, New Jersey",3139,177,73,75,2.3,2.4
1400000US34025803900,34025803900,"Census Tract 8039, Monmouth County, New Jersey",3926,176,322,218,8.2,5.5
1400000US34025804100,34025804100,"Census Tract 8041, Monmouth County, New Jersey",3280,22,204,142,6.2,4.3
1400000US34025804200,34025804200,"Census Tract 8042, Monmouth County, New Jersey",5939,28,252,127,4.2,2.1
1400000US34025804500,34025804500,"Census Tract 8045, Monmouth County, New Jersey",5550,309,121,114,2.2,2.0
1400000US34025804600,34025804600,"Census Tract 8046, Monmouth County, New Jersey",2908,179,51,60,1.8,2.1
1400000US34025804700,34025804700,"Census Tract 8047, Monmouth County, New Jersey",45,6,0,12,0.0,44.2
1400000US34025804800,34025804800,"Census Tract 8048, Monmouth County, New Jersey",9278,317,604,290,6.5,3.1
1400000US34025805001,34025805001,"Census Tract 8050.01, Monmouth County, New Jersey",4756,339,583,282,12.3,5.8
1400000US34025805100,34025805100,"Census Tract 8051, Monmouth County, New Jersey",3939,232,231,118,5.9,2.9
1400000US34025805300,34025805300,"Census Tract 8053, Monmouth County, New Jersey",5488,147,228,239,4.2,4.4
1400000US34025805400,34025805400,"Census Tract 8054, Monmouth County, New Jersey",3433,326,345,174,10.0,4.9
1400000US34025805500,34025805500,"Census Tract 8055, Monmouth County, New Jersey",3710,398,387,193,10.4,4.8
1400000US34025805600,34025805600,"Census Tract 8056, Monmouth County, New Jersey",2205,383,974,411,44.2,14.4
1400000US34025805700,34025805700,"Census Tract 8057, Monmouth County, New Jersey",3769,606,570,446,15.1,10.6
1400000US34025805800,34025805800,"Census Tract 8058, Monmouth County, New Jersey",3474,405,717,273,20.6,7.3
1400000US34025805900,34025805900,"Census Tract 8059, Monmouth County, New Jersey",5478,539,894,404,16.3,6.8
1400000US34025806000,34025806000,"Census Tract 8060, Monmouth County, New Jersey",4919,601,595,283,12.1,6.0
1400000US34025806100,34025806100,"Census Tract 8061, Monmouth County, New Jersey",3458,380,369,194,10.7,5.8
1400000US34025806201,34025806201,"Census Tract 8062.01, Monmouth County, New Jersey",2418,187,472,336,19.5,13.4
1400000US34025806202,34025806202,"Census Tract 8062.02, Monmouth County, New Jersey",4530,204,62,52,1.4,1.2
1400000US34025806300,34025806300,"Census Tract 8063, Monmouth County, New Jersey",2579,316,257,168,10.0,6.1
1400000US34025806400,34025806400,"Census Tract 8064, Monmouth County, New Jersey",5144,249,572,345,11.1,6.4
1400000US34025806501,34025806501,"Census Tract 8065.01, Monmouth County, New Jersey",4160,365,691,240,16.6,5.8
1400000US34025806502,34025806502,"Census Tract 8065.02, Monmouth County, New Jersey",3472,305,195,122,5.6,3.5
1400000US34025806503,34025806503,"Census Tract 8065.03, Monmouth County, New Jersey",3900,218,7,10,0.2,0.3
1400000US34025806504,34025806504,"Census Tract 8065.04, Monmouth County, New Jersey",2686,242,337,217,12.5,7.9
1400000US34025806600,34025806600,"Census Tract 8066, Monmouth County, New Jersey",5304,260,283,211,5.3,4.0
1400000US34025807003,34025807003,"Census Tract 8070.03, Monmouth County, New Jersey",4875,634,1567,529,32.1,10.7
1400000US34025807004,34025807004,"Census Tract 8070.04, Monmouth County, New Jersey",3201,421,865,318,27.0,9.1
1400000US34025807100,34025807100,"Census Tract 8071, Monmouth County, New Jersey",2457,337,792,275,32.2,9.5
