distance,State,County,rdName,rdNumber,rdDirection,tmc,dYear,dMonth,dWeekday,HR24_passVeh,HR24_allVeh,HR24_freight,HR1_passVeh,HR1_allVeh,HR1_freight,HR2_passVeh,HR2_allVeh,HR2_freight,HR3_passVeh,HR3_allVeh,HR3_freight,HR4_passVeh,HR4_allVeh,HR4_freight,HR5_passVeh,HR5_allVeh,HR5_freight,HR6_passVeh,HR6_allVeh,HR6_freight,HR7_passVeh,HR7_allVeh,HR7_freight,HR8_passVeh,HR8_allVeh,HR8_freight,HR9_passVeh,HR9_allVeh,HR9_freight,HR10_passVeh,HR10_allVeh,HR10_freight,HR11_passVeh,HR11_allVeh,HR11_freight,HR12_passVeh,HR12_allVeh,HR12_freight,HR13_passVeh,HR13_allVeh,HR13_freight,HR14_passVeh,HR14_allVeh,HR14_freight,HR15_passVeh,HR15_allVeh,HR15_freight,HR16_passVeh,HR16_allVeh,HR16_freight,HR17_passVeh,HR17_allVeh,HR17_freight,HR18_passVeh,HR18_allVeh,HR18_freight,HR19_passVeh,HR19_allVeh,HR19_freight,HR20_passVeh,HR20_allVeh,HR20_freight,HR21_passVeh,HR21_allVeh,HR21_freight,HR22_passVeh,HR22_allVeh,HR22_freight,HR23_passVeh,HR23_allVeh,HR23_freight
3.550135,NY,SUFFOLK,NY-27,27,WESTBOUND,120+04743,2019,01,Tuesday,54,54,NULL,61,61,NULL,58,60,64,59,60,65,64,64,62,66,66,64,63,63,61,64,64,59,64,64,66,65,65,63,62,62,55,63,63,58,62,62,66,63,63,58,64,64,65,65,65,65,63,63,63,62,62,65,63,63,65,64,64,NULL,62,62,NULL,64,64,NULL,62,62,58,59,59,NULL
0.358736,NJ,PASSAIC,NJ-21,21,SOUTHBOUND,120-06143,2019,01,Tuesday,55,54,47,57,57,NULL,60,60,60,59,58,41,58,58,58,55,55,60,59,59,47,57,56,47,56,56,46,59,58,51,56,56,48,58,58,51,57,57,52,56,56,50,57,57,53,56,56,51,55,55,50,54,54,48,55,55,52,58,58,64,58,58,48,60,61,57,61,60,51,59,57,48
0.70712,NJ,PASSAIC,NJ-21,21,SOUTHBOUND,120-06144,2019,01,Tuesday,51,50,42,49,49,NULL,56,56,54,53,53,NULL,55,55,55,53,53,49,55,54,37,53,53,50,52,52,47,55,55,48,55,55,48,54,54,53,55,55,46,54,54,49,53,53,50,50,50,46,48,47,38,46,46,42,47,48,46,52,53,63,54,54,NULL,56,56,56,57,56,49,53,53,56
0.712887,NY,SUFFOLK,NY-27,27,WESTBOUND,120+04744,2019,01,Tuesday,56,56,NULL,63,63,NULL,59,61,65,59,60,64,64,63,60,64,64,63,62,62,61,66,66,60,65,65,64,65,65,64,64,64,60,65,64,57,62,62,61,64,64,57,65,65,63,65,65,66,64,64,67,65,65,66,65,65,60,66,66,NULL,65,65,NULL,65,65,NULL,66,66,59,61,61,NULL
0.275938,NJ,MIDDLESEX,NJ-18,18,SOUTHBOUND,120-07474,2019,01,Tuesday,50,48,45,52,48,43,47,47,51,47,46,46,51,50,48,43,42,41,42,41,40,40,39,36,40,40,40,38,37,28,40,40,38,41,40,34,39,38,35,38,38,34,37,37,35,34,35,36,31,31,29,30,30,28,33,33,26,43,42,38,44,43,26,45,44,36,44,44,33,48,48,60
1.034956,NJ,MIDDLESEX,NJ-18,18,SOUTHBOUND,120-07473,2019,01,Tuesday,44,43,41,46,45,41,43,43,47,43,43,45,50,50,45,38,37,34,36,36,34,32,31,30,32,31,28,30,29,24,31,30,26,28,29,23,26,26,24,25,25,21,28,28,27,29,28,25,28,28,25,25,25,21,25,25,24,31,30,25,32,32,24,35,35,29,39,39,34,39,40,33
0.558811,NJ,MIDDLESEX,NJ-18,18,SOUTHBOUND,120-07472,2019,01,Tuesday,51,50,46,49,50,51,51,51,52,45,42,41,54,54,55,42,43,46,44,43,42,43,43,38,44,44,39,41,41,38,41,41,34,38,38,37,41,39,35,41,41,36,41,41,39,44,44,39,40,41,43,41,41,38,45,44,35,44,43,42,43,41,36,44,42,36,47,46,36,46,45,36
0.096549,NJ,PASSAIC,NJ-21,21,SOUTHBOUND,120-06142,2019,01,Tuesday,57,57,NULL,56,56,NULL,60,60,57,58,58,NULL,56,56,60,56,55,48,60,60,43,57,57,53,58,57,46,59,58,55,58,57,48,58,58,52,58,58,49,57,57,53,58,57,56,57,57,51,57,56,48,55,55,45,55,54,51,57,57,NULL,61,61,50,62,62,59,62,62,57,64,61,53
0.305478,NJ,MIDDLESEX,NJ-18,18,SOUTHBOUND,120-07471,2019,01,Tuesday,56,54,51,53,54,59,53,55,60,50,53,61,53,53,58,45,47,51,49,49,49,49,49,47,54,54,46,53,53,47,53,53,51,53,53,46,52,51,47,53,52,41,52,52,49,55,55,52,53,53,46,54,53,49,55,53,43,57,55,48,56,57,62,55,54,46,53,53,43,51,51,53
0.337728,NJ,PASSAIC,NJ-3,3,WESTBOUND,120+04740,2019,01,Tuesday,59,57,55,59,58,54,60,60,56,60,60,58,61,61,58,60,60,56,57,57,58,58,58,53,58,57,50,58,56,51,58,58,55,58,58,53,59,59,55,60,60,58,58,58,54,48,48,44,47,47,43,42,42,40,47,46,45,57,57,53,61,61,62,63,63,58,62,62,54,62,61,59
0.140486,NY,ORANGE,NY-17,17,SOUTHBOUND,120-06140,2019,01,Tuesday,18,18,NULL,9,9,8,15,12,6,14,13,12,22,15,9,12,12,18,16,16,14,16,16,19,17,18,19,13,14,16,13,12,8,17,15,10,16,17,16,15,15,10,18,17,17,15,15,18,16,16,19,16,16,18,18,18,9,21,20,9,19,17,4,16,16,8,17,17,21,18,15,9
0.124796,NJ,MIDDLESEX,NJ-18,18,SOUTHBOUND,120-07470,2019,01,Tuesday,52,52,54,50,52,58,54,58,70,50,53,62,53,52,52,48,49,50,48,49,48,50,50,46,54,53,49,54,54,50,54,54,50,55,55,49,53,53,51,53,52,43,54,54,51,54,54,53,51,51,47,51,51,46,51,51,46,54,53,50,55,54,45,57,55,46,51,52,44,50,50,53
0.225054,NJ,MONMOUTH,CR-537,537,WESTBOUND,120N14910,2019,01,Tuesday,22,22,NULL,14,14,NULL,33,28,23,21,21,NULL,NULL,NULL,NULL,48,48,NULL,16,16,NULL,21,21,18,21,21,NULL,19,19,NULL,22,22,NULL,21,21,NULL,21,21,NULL,22,22,NULL,23,23,NULL,28,28,NULL,25,25,NULL,19,19,NULL,18,18,NULL,21,21,NULL,25,25,NULL,22,22,NULL,10,10,NULL,21,21,NULL
0.199429,NY,"NEW YORK","PEARL ST",0,EASTBOUND,120+16736,2019,01,Tuesday,23,23,NULL,13,13,NULL,15,15,NULL,12,12,NULL,13,13,NULL,12,12,NULL,13,13,NULL,10,10,NULL,6,6,NULL,6,6,NULL,7,7,NULL,8,8,9,8,8,11,12,12,15,9,9,NULL,9,9,NULL,12,12,NULL,16,16,4,11,11,NULL,11,11,NULL,12,12,NULL,18,18,NULL,15,15,NULL,11,11,NULL
0.302135,NJ,MONMOUTH,CR-537,537,WESTBOUND,120N14911,2019,01,Tuesday,46,46,NULL,46,46,NULL,45,45,NULL,NULL,NULL,NULL,47,47,NULL,48,46,27,41,42,44,43,43,40,42,42,NULL,43,43,30,46,46,30,47,47,50,44,44,NULL,44,44,NULL,40,40,NULL,42,42,NULL,42,42,NULL,40,40,NULL,41,41,NULL,44,44,NULL,47,47,NULL,47,47,NULL,50,50,NULL,44,44,NULL
0.19191,NY,"NEW YORK","PEARL ST",0,EASTBOUND,120+16735,2019,01,Tuesday,18,18,NULL,9,9,NULL,17,17,NULL,13,13,NULL,14,14,NULL,19,19,NULL,17,17,NULL,10,10,NULL,9,9,NULL,6,7,11,7,7,NULL,10,10,10,9,9,11,10,10,15,9,9,NULL,10,10,NULL,10,10,NULL,10,10,7,11,11,NULL,12,12,NULL,14,14,NULL,14,14,NULL,14,14,NULL,15,15,NULL
0.770947,NJ,PASSAIC,"GOFFLE RD",659,SOUTHBOUND,120-21782,2019,01,Tuesday,36,36,NULL,37,37,NULL,NULL,NULL,NULL,36,34,33,37,37,NULL,36,36,NULL,27,27,NULL,30,30,20,29,29,NULL,26,25,28,30,30,NULL,31,31,36,28,27,21,29,29,NULL,29,29,26,24,24,NULL,31,31,NULL,31,31,NULL,35,35,NULL,31,31,NULL,36,36,NULL,33,33,31,34,34,NULL,33,33,NULL
0.676673,NJ,PASSAIC,"GOFFLE RD",659,SOUTHBOUND,120-21783,2019,01,Tuesday,39,39,NULL,33,33,NULL,NULL,NULL,NULL,NULL,39,39,36,36,NULL,40,40,NULL,37,37,NULL,33,33,28,33,33,NULL,34,34,32,35,35,32,33,33,28,35,35,38,33,33,NULL,33,33,35,30,30,NULL,31,31,NULL,31,31,NULL,31,31,NULL,33,33,NULL,26,26,NULL,30,31,28,33,33,NULL,34,34,NULL
0.693705,NJ,PASSAIC,"GOFFLE RD",659,SOUTHBOUND,120-21784,2019,01,Tuesday,22,22,NULL,25,25,NULL,34,34,NULL,32,34,37,27,27,NULL,29,29,NULL,17,17,NULL,20,20,20,21,21,NULL,23,23,28,23,23,29,25,25,26,24,24,14,22,21,7,20,20,14,20,20,NULL,23,23,NULL,18,18,NULL,18,18,NULL,20,20,NULL,20,20,NULL,22,22,35,24,24,NULL,30,30,NULL
0.501801,NJ,MIDDLESEX,NJ-18,18,SOUTHBOUND,120-07479,2019,01,Tuesday,41,42,47,41,45,55,50,47,46,49,48,49,48,45,45,46,44,42,43,41,42,34,34,39,30,30,29,37,37,34,42,40,39,37,37,38,37,37,36,37,37,37,34,34,34,23,24,23,19,19,18,18,17,13,24,22,19,33,33,31,37,37,39,34,33,24,39,39,37,42,40,40
0.092454,NY,"NEW YORK","W 79TH ST",0,WESTBOUND,120+15408,2019,01,Tuesday,16,16,NULL,6,6,NULL,3,3,NULL,6,6,NULL,9,9,NULL,12,12,NULL,11,11,NULL,8,8,NULL,6,6,NULL,7,7,NULL,7,7,NULL,6,6,NULL,7,7,NULL,7,7,NULL,6,6,NULL,7,7,NULL,7,7,NULL,8,8,4,8,8,NULL,6,6,NULL,7,7,NULL,6,6,NULL,10,10,NULL,5,5,NULL
1.400502,NJ,BERGEN,"GOFFLE RD",84,SOUTHBOUND,120-21785,2019,01,Tuesday,31,31,NULL,32,32,NULL,28,28,NULL,34,34,NULL,31,31,NULL,33,33,NULL,29,29,NULL,25,25,NULL,27,27,26,26,26,32,26,26,28,28,28,NULL,26,26,28,28,28,20,26,26,22,25,25,NULL,27,27,NULL,25,25,NULL,26,26,NULL,31,31,NULL,27,27,NULL,30,30,23,30,30,NULL,34,34,NULL
0.449972,NJ,MIDDLESEX,NJ-18,18,SOUTHBOUND,120-07478,2019,01,Tuesday,46,42,33,46,44,41,41,40,37,43,40,35,39,37,34,40,39,35,38,37,32,33,31,26,31,31,20,38,37,31,39,39,33,39,39,32,40,39,33,38,38,30,33,32,27,19,19,16,17,17,13,17,17,10,26,26,18,44,42,31,44,42,32,44,42,31,45,42,28,44,41,37
0.158015,NY,"NEW YORK","W 79TH ST",0,WESTBOUND,120+15409,2019,01,Tuesday,10,10,NULL,12,12,NULL,NULL,NULL,NULL,8,8,NULL,8,8,NULL,7,7,NULL,16,16,NULL,11,11,NULL,9,9,NULL,13,13,NULL,12,12,NULL,13,13,NULL,11,11,NULL,12,12,NULL,12,12,NULL,9,9,NULL,11,11,NULL,8,8,NULL,8,8,NULL,12,12,NULL,13,13,NULL,14,14,NULL,12,12,NULL,15,15,NULL
1.240965,NY,RICHMOND,"CLOVE RD",0,EASTBOUND,120-19455,2019,01,Tuesday,21,21,NULL,17,17,NULL,18,18,NULL,21,21,NULL,16,16,NULL,20,20,NULL,21,21,NULL,15,15,NULL,17,17,NULL,15,15,23,16,16,15,16,16,16,15,15,12,17,17,NULL,15,15,NULL,15,15,16,14,14,NULL,13,13,NULL,16,16,NULL,17,17,NULL,16,16,NULL,21,21,NULL,21,21,NULL,21,21,NULL
0.730838,NY,RICHMOND,"CLOVE RD",0,EASTBOUND,120-19456,2019,01,Tuesday,12,12,NULL,10,10,NULL,27,27,NULL,19,19,NULL,15,15,NULL,22,22,NULL,15,15,NULL,14,14,NULL,14,14,NULL,15,15,23,16,17,19,17,17,NULL,17,17,17,18,18,NULL,18,18,NULL,15,15,NULL,14,14,NULL,17,17,NULL,16,16,NULL,16,16,NULL,21,21,NULL,21,21,NULL,20,20,NULL,19,19,NULL
0.013241,NY,BRONX,"GRAND CONCOURSE",0,NORTHBOUND,120P16307,2019,01,Tuesday,26,26,NULL,19,19,NULL,21,21,NULL,NULL,NULL,NULL,19,19,NULL,16,16,NULL,9,9,NULL,10,10,NULL,14,14,NULL,9,9,NULL,14,14,NULL,16,16,NULL,17,17,NULL,20,20,NULL,17,17,NULL,15,15,NULL,15,15,NULL,15,15,NULL,18,18,NULL,22,22,NULL,19,19,NULL,21,21,NULL,22,22,NULL,17,17,NULL
0.007587,NY,BRONX,"GRAND CONCOURSE",908,NORTHBOUND,120P16308,2019,01,Tuesday,23,23,NULL,8,8,NULL,12,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,16,NULL,9,9,NULL,7,7,NULL,10,10,NULL,11,11,NULL,9,9,NULL,13,13,NULL,16,16,NULL,14,14,NULL,18,18,NULL,19,19,NULL,17,17,NULL,17,17,NULL,19,19,NULL,15,15,NULL,9,9,NULL,14,14,NULL,14,14,NULL,8,8,NULL
0.886678,NY,RICHMOND,"CLOVE RD",0,EASTBOUND,120-19454,2019,01,Tuesday,29,29,NULL,22,22,NULL,27,27,NULL,19,19,NULL,NULL,NULL,NULL,18,18,NULL,19,19,NULL,16,16,NULL,16,16,NULL,17,17,NULL,17,17,15,18,18,NULL,18,17,14,17,17,NULL,13,13,NULL,16,16,15,19,19,19,15,15,NULL,16,16,NULL,17,17,NULL,21,21,NULL,19,19,NULL,26,26,NULL,21,21,NULL
0.582063,NY,"NEW YORK","PEARL ST",0,EASTBOUND,120+16734,2019,01,Tuesday,13,13,NULL,16,16,NULL,13,13,NULL,11,11,NULL,13,13,NULL,15,15,NULL,12,12,NULL,9,9,NULL,9,9,16,6,7,10,7,7,NULL,7,7,NULL,8,8,7,9,9,10,7,7,5,8,8,NULL,8,8,NULL,8,8,6,8,8,NULL,9,9,NULL,10,10,7,10,10,NULL,12,12,NULL,14,14,NULL
0.009942,NY,BRONX,"GRAND CONCOURSE",95,NORTHBOUND,120P16303,2019,01,Tuesday,24,24,NULL,25,25,NULL,NULL,NULL,NULL,16,16,NULL,NULL,NULL,NULL,28,28,NULL,15,15,NULL,14,14,NULL,14,14,NULL,11,11,NULL,17,17,NULL,22,22,NULL,23,23,NULL,19,19,NULL,18,18,NULL,21,21,NULL,18,18,NULL,16,16,NULL,22,22,NULL,22,22,NULL,21,21,NULL,24,24,NULL,24,24,NULL,28,28,NULL
0.049834,NY,KINGS,"PROSPECT PARK",27,NORTHBOUND,120P18965,2019,01,Tuesday,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,9,NULL,13,13,NULL,NULL,NULL,NULL,13,13,NULL,14,14,NULL,13,13,NULL,9,9,NULL,15,15,NULL,17,17,NULL,11,11,NULL,13,13,NULL,16,16,NULL,15,15,NULL,12,12,NULL,13,13,NULL,11,11,NULL,12,12,NULL,14,14,NULL,8,8,NULL,16,16,NULL,15,15,NULL
0.0139,NY,BRONX,"GRAND CONCOURSE",0,NORTHBOUND,120P16304,2019,01,Tuesday,25,25,NULL,16,16,NULL,NULL,NULL,NULL,10,10,NULL,28,28,NULL,22,22,NULL,8,8,NULL,11,11,NULL,10,10,NULL,9,9,NULL,14,14,NULL,20,20,NULL,20,20,NULL,21,21,NULL,21,21,NULL,19,19,NULL,18,18,NULL,17,17,NULL,20,20,NULL,22,22,NULL,22,22,NULL,23,23,NULL,24,24,NULL,24,24,NULL
0.304024,NJ,MIDDLESEX,NJ-18,18,SOUTHBOUND,120-07480,2019,01,Tuesday,51,50,50,51,53,56,58,54,51,51,53,53,54,53,52,53,53,53,52,51,49,45,45,45,40,40,37,50,49,44,51,50,48,50,50,49,49,49,48,49,49,46,49,48,46,28,28,28,19,19,18,20,20,14,28,28,22,48,48,47,50,49,46,47,45,43,49,48,47,49,49,48
0.179154,NY,SUFFOLK,NY-27,27,WESTBOUND,120+04756,2019,01,Tuesday,59,58,56,57,58,61,59,59,64,61,61,58,63,63,60,65,64,62,60,60,49,60,60,54,61,61,57,60,60,58,60,60,56,61,61,48,60,60,68,61,61,59,60,60,52,61,61,61,59,59,59,59,59,53,60,60,54,60,60,45,64,64,NULL,63,63,NULL,62,61,37,67,65,57
0.399504,NY,SUFFOLK,NY-27,27,WESTBOUND,120+04757,2019,01,Tuesday,58,58,58,61,60,50,61,61,64,58,58,58,62,62,59,65,65,61,61,60,49,60,60,52,62,62,57,61,61,56,61,61,57,62,62,52,61,61,68,61,61,59,61,61,56,62,62,58,60,60,58,60,60,52,62,62,61,61,61,45,63,63,50,64,64,NULL,62,61,46,68,66,59
0.367951,NY,SUFFOLK,NY-27,27,WESTBOUND,120+04758,2019,01,Tuesday,61,61,60,63,63,NULL,60,61,64,58,58,56,64,64,60,65,65,61,62,62,50,61,61,52,63,63,57,62,62,62,63,63,53,63,63,57,62,62,64,63,63,55,63,63,60,63,63,57,61,61,60,62,62,65,62,62,62,61,61,NULL,64,64,NULL,64,64,NULL,64,64,NULL,64,64,63
0.474951,NY,QUEENS,"FRANCIS LEWIS BLVD",0,SOUTHBOUND,120-19468,2019,01,Tuesday,15,15,NULL,20,20,NULL,19,18,17,25,25,NULL,22,21,11,19,16,14,14,14,15,13,13,24,13,13,16,14,14,13,14,14,12,16,16,12,15,15,11,14,14,4,16,16,6,15,15,NULL,16,16,NULL,15,15,NULL,13,13,15,14,14,NULL,15,15,NULL,17,17,NULL,15,14,14,18,18,NULL
0.567107,NY,QUEENS,"FRANCIS LEWIS BLVD",0,SOUTHBOUND,120-19469,2019,01,Tuesday,17,17,NULL,24,24,NULL,20,19,14,21,20,18,22,20,15,19,17,14,16,16,12,14,14,12,9,9,12,11,11,16,12,12,11,13,12,8,12,12,11,11,11,NULL,12,12,NULL,13,13,NULL,11,11,NULL,11,11,65,9,9,8,13,13,NULL,17,17,NULL,16,16,11,20,20,19,18,18,NULL
0.633059,NY,SUFFOLK,NY-27,27,WESTBOUND,120+04759,2019,01,Tuesday,62,62,60,61,61,NULL,62,62,63,57,58,57,65,65,60,65,65,62,63,63,52,62,62,53,64,64,56,64,64,67,64,64,56,65,65,63,65,65,56,64,64,58,64,64,60,64,64,60,63,63,62,63,63,71,64,64,57,63,63,NULL,63,63,NULL,65,65,NULL,65,65,NULL,67,67,63
0.429374,NJ,MIDDLESEX,"RIVER RD",622,EASTBOUND,120-07488,2019,01,Tuesday,49,41,40,41,43,45,42,40,40,43,41,40,38,41,42,43,43,45,38,38,40,32,32,30,28,28,31,29,29,29,36,37,37,38,38,36,35,35,35,34,35,34,33,33,34,27,28,29,21,21,17,19,20,18,26,25,20,38,37,35,39,37,34,39,38,39,40,38,36,43,41,38
1.818803,NY,SUFFOLK,NY-27,27,WESTBOUND,120+04752,2019,01,Tuesday,59,59,48,66,66,NULL,59,60,62,61,61,61,62,62,60,65,65,63,62,61,50,61,61,58,61,61,53,58,58,51,61,61,NULL,61,61,60,61,61,61,61,61,NULL,62,62,62,62,62,61,61,61,62,61,61,52,62,62,58,63,64,62,62,62,NULL,64,64,NULL,62,62,NULL,66,66,NULL
0.474224,NY,SUFFOLK,NY-27,27,WESTBOUND,120+04753,2019,01,Tuesday,61,59,40,65,64,43,60,60,63,60,61,62,62,61,60,65,65,63,61,61,52,57,57,55,56,56,53,54,54,47,62,62,NULL,62,62,54,61,61,61,61,61,NULL,62,62,61,62,62,62,59,59,67,59,59,53,61,61,59,63,63,60,62,62,NULL,64,64,NULL,65,65,NULL,68,64,50
0.01221,NY,"NEW YORK","ALLEN ST",0,NORTHBOUND,120P06990,2019,01,Tuesday,14,14,NULL,11,11,NULL,18,18,NULL,10,10,NULL,16,14,5,16,16,NULL,11,11,NULL,12,12,NULL,9,9,NULL,10,10,NULL,9,9,NULL,12,12,14,10,10,NULL,15,15,NULL,12,11,7,12,12,13,9,9,NULL,11,11,NULL,11,11,NULL,8,8,NULL,12,12,NULL,16,16,NULL,13,13,NULL,16,16,NULL
0.435929,NJ,MIDDLESEX,"RIVER RD",622,EASTBOUND,120-07487,2019,01,Tuesday,45,36,34,39,37,37,33,37,39,42,38,36,28,34,37,45,43,45,34,33,34,26,26,28,23,24,19,24,24,23,35,34,30,35,35,30,33,33,29,30,30,27,32,32,30,27,27,24,27,26,21,26,26,22,26,25,16,37,35,32,37,33,29,37,35,33,36,35,35,41,39,37
0.439427,NY,SUFFOLK,NY-27,27,WESTBOUND,120+04754,2019,01,Tuesday,60,57,48,62,61,55,60,60,61,60,59,42,61,61,56,64,64,62,59,58,54,53,53,43,51,51,44,52,52,45,60,60,50,62,62,52,60,61,61,61,61,40,60,60,55,60,60,50,55,55,62,58,58,46,59,58,60,61,61,56,62,62,NULL,64,64,NULL,63,63,NULL,66,61,48
0.962063,NJ,MIDDLESEX,NJ-18,18,SOUTHBOUND,120-07486,2019,01,Tuesday,61,60,54,51,50,51,64,57,43,57,56,58,53,54,56,54,53,49,53,52,54,55,55,49,58,57,54,51,53,52,53,53,52,54,52,45,55,55,51,56,56,52,58,56,54,57,56,51,55,55,49,54,53,46,51,51,48,56,57,53,54,54,52,55,54,47,56,55,54,59,59,57
0.009681,NY,"NEW YORK","ALLEN ST",0,NORTHBOUND,120P06991,2019,01,Tuesday,3,3,NULL,9,9,NULL,5,5,NULL,7,7,NULL,4,4,NULL,10,10,NULL,10,10,11,7,7,NULL,7,7,NULL,6,6,NULL,7,7,NULL,6,6,NULL,10,10,NULL,7,7,NULL,6,6,NULL,7,7,NULL,8,8,NULL,8,8,NULL,6,6,6,5,5,NULL,NULL,NULL,NULL,6,6,NULL,19,19,NULL,NULL,NULL,NULL
0.169727,NJ,MIDDLESEX,NJ-18,18,SOUTHBOUND,120-07485,2019,01,Tuesday,57,53,48,44,48,55,53,49,45,52,52,54,52,46,41,52,51,49,51,51,49,53,53,51,51,51,51,53,52,50,53,52,48,51,50,46,54,53,53,54,53,48,53,52,48,53,51,45,46,43,41,29,28,24,43,41,34,51,51,51,50,50,49,53,52,53,54,51,47,56,52,43
0.71951,NY,SUFFOLK,NY-27,27,WESTBOUND,120+04755,2019,01,Tuesday,60,59,57,61,61,60,59,59,61,60,61,58,62,61,52,64,64,62,60,60,52,59,59,50,58,58,57,58,58,52,61,61,53,62,62,53,61,61,60,61,61,56,61,61,59,61,61,57,57,57,50,59,59,50,62,61,58,61,61,49,62,62,NULL,64,64,NULL,62,62,NULL,67,65,56
0.084612,NY,"NEW YORK",BOWERY,0,NORTHBOUND,120P06992,2019,01,Tuesday,16,16,NULL,12,12,NULL,9,9,NULL,NULL,NULL,NULL,13,13,NULL,10,10,NULL,9,9,NULL,10,10,NULL,9,9,NULL,8,8,NULL,5,5,NULL,9,9,7,8,8,8,12,12,NULL,10,10,7,8,8,4,10,10,8,9,9,5,9,9,NULL,11,11,NULL,12,12,NULL,9,9,NULL,10,10,NULL,9,9,NULL
0.188847,NJ,MIDDLESEX,NJ-18,18,SOUTHBOUND,120-07484,2019,01,Tuesday,55,53,51,50,52,57,60,55,56,54,52,53,56,55,53,56,54,50,54,54,53,55,55,50,51,50,48,54,53,50,54,54,52,54,54,51,54,54,51,54,53,51,54,54,52,49,47,46,35,35,34,19,19,10,40,41,33,56,55,52,55,55,54,58,57,54,56,55,52,56,53,49
0.027999,NY,"NEW YORK",US-9,0,NORTHBOUND,120P06994,2019,01,Tuesday,8,8,NULL,19,19,NULL,20,20,NULL,10,10,NULL,5,5,NULL,13,13,NULL,15,15,NULL,9,9,5,10,10,NULL,10,10,NULL,9,8,8,8,7,4,8,7,7,8,8,NULL,8,8,NULL,10,9,5,7,7,7,7,7,NULL,7,7,NULL,8,8,6,8,8,7,9,9,NULL,9,9,NULL,10,10,NULL
0.257403,NJ,MIDDLESEX,NJ-18,18,SOUTHBOUND,120-07483,2019,01,Tuesday,54,52,51,51,52,56,57,54,54,52,54,55,54,55,54,56,54,52,54,54,53,54,54,52,49,49,46,54,53,48,55,55,52,54,54,53,54,53,50,52,52,52,54,54,52,41,41,41,27,27,28,19,19,14,36,37,36,52,52,53,53,54,54,54,53,53,54,53,51,53,51,49
2.99842,NY,SUFFOLK,NY-27,27,WESTBOUND,120+04750,2019,01,Tuesday,64,64,NULL,61,61,NULL,59,59,65,61,61,NULL,62,62,60,64,64,66,64,64,NULL,65,65,59,64,64,57,63,63,61,62,62,62,63,63,58,64,64,64,63,63,58,64,64,54,64,64,64,64,64,58,62,62,55,64,62,60,65,64,52,59,59,NULL,63,63,NULL,64,64,NULL,65,65,NULL
0.313867,NJ,MIDDLESEX,NJ-18,18,SOUTHBOUND,120-07482,2019,01,Tuesday,54,52,51,54,55,56,59,53,53,55,55,54,54,54,53,56,54,51,55,55,54,52,52,50,49,48,47,55,54,51,55,55,53,54,54,52,54,54,52,53,53,52,54,54,53,38,37,39,21,21,27,19,19,13,33,34,32,52,52,51,53,53,52,55,54,51,53,52,51,52,51,48
1.932911,NY,SUFFOLK,NY-27,27,WESTBOUND,120+04751,2019,01,Tuesday,57,57,NULL,63,63,NULL,60,61,64,60,60,60,62,62,60,62,62,62,61,61,NULL,62,62,53,62,62,55,60,60,60,61,61,61,62,62,60,61,61,NULL,62,62,56,61,61,62,63,63,61,62,62,58,61,61,53,62,62,60,63,63,56,61,61,NULL,64,64,NULL,61,61,NULL,64,64,NULL
0.040588,NY,"NEW YORK",US-9,9,NORTHBOUND,120P06996,2019,01,Tuesday,23,23,NULL,8,8,NULL,21,21,NULL,25,25,NULL,14,14,NULL,15,20,26,16,16,NULL,10,10,NULL,11,11,NULL,12,13,24,13,13,NULL,12,12,NULL,10,10,NULL,14,14,NULL,10,10,NULL,11,11,NULL,9,9,7,12,12,NULL,10,10,NULL,12,12,NULL,13,13,NULL,22,22,NULL,13,13,NULL,15,15,NULL
0.229802,NJ,MIDDLESEX,NJ-18,18,SOUTHBOUND,120-07481,2019,01,Tuesday,54,52,50,54,55,56,59,54,54,54,55,55,54,54,55,56,54,50,55,54,54,51,51,50,47,47,45,54,54,51,55,55,52,53,54,53,53,53,51,53,53,52,54,53,52,34,33,33,20,20,21,20,20,13,30,31,30,52,52,49,53,52,48,54,54,51,53,52,50,52,51,50
0.253004,NJ,MORRIS,CR-506,46,NORTHBOUND,120P30605,2019,01,Tuesday,46,46,45,46,45,40,45,51,57,NULL,52,52,41,41,NULL,55,46,40,39,38,22,43,43,38,43,43,42,44,43,36,42,41,37,42,41,38,41,41,37,40,39,36,39,38,11,41,41,NULL,39,39,43,38,38,NULL,44,42,32,41,41,NULL,46,46,35,46,46,46,44,44,NULL,34,39,44
2.167578,NJ,MIDDLESEX,"RIVER RD",622,EASTBOUND,120-07489,2019,01,Tuesday,43,39,39,39,41,43,43,40,39,42,41,40,40,40,40,41,40,40,37,37,36,34,34,32,31,31,31,37,37,35,39,39,39,39,38,37,38,38,35,38,38,37,38,38,35,37,37,36,32,32,30,32,32,29,33,33,30,37,37,35,39,38,37,38,37,38,41,40,38,41,40,39
0.043328,NJ,MONMOUTH,CR-537,537,WESTBOUND,120N14905,2019,01,Tuesday,45,44,35,34,34,NULL,42,39,32,51,51,NULL,46,46,NULL,47,44,38,41,40,26,41,40,29,38,39,34,38,36,20,37,36,30,37,37,30,36,36,28,36,36,17,36,36,35,36,35,22,36,36,26,35,35,25,34,34,42,39,39,NULL,43,42,19,39,39,NULL,49,48,25,49,49,35
